windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
69.0,4.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,23.920000000000005,0.0,0.0,0.0,0.0,588.459473,7355.551217,564.502219,86400.0,86400.0,3.735633,0.0,557.778609,86400.0,12736.203904,488.010115,1
72.0,1.0,0.0,0.0,7.0,7.0,1.2892306109955127,0.4861111111111111,3.0,0.0,14.820000000000002,0.0,1.04,0.0,0.0,2.21,0.0,16.28,0.0,0.0,0.0,51.178633,43512.655317,5.016051,86400.0,86400.0,11.796753,11079.322087,0.0,86400.0,518.161091,11066.893784,0
35.0,1.0,6.0,6.0,6.0,6.0,0.9182958340544896,0.6571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,23.17,0.0,0.0,0.0,0.0,453.691383,2528.920694,294.181149,86400.0,86400.0,0.969426,0.0,277.939791,86400.0,10419.735144,259.220408,3
66.0,2.0,6.0,6.0,6.0,6.0,0.3533593350214213,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3500000000000005,32.0,0.0,0.0,0.0,0.0,801.183025,718.819447,663.164025,86400.0,86400.0,30.94415,0.0,646.517352,86400.0,7617.343487,630.866516,3
1173.0,3.0,5.0,5.0,5.0,0.0,1.6997906153230322,0.907075873827792,2.0,0.0,5.17,0.0,0.0,0.0,0.0,17.79,0.0,2.17,0.0,9.22,0.0,2.230936,8388.896708,7784.305164,86400.0,86400.0,0.0,8221.315829,96.801539,86400.0,102.708925,7995.554964,2
35.0,0.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.4571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,24.03,0.0,0.0,0.0,0.0,10394.215037,36922.524124,5334.364117,86400.0,86400.0,0.086258,0.0,5327.084354,86400.0,5491.046775,201.394232,4
61.0,4.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.3770491803278688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.580000000000002,23.77,0.0,0.0,0.0,0.0,300.785875,13223.17716,267.354137,86400.0,86400.0,17.812239,0.0,261.518825,86400.0,3006.471654,229.163171,1
52.0,0.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.5576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640000000000001,27.710000000000008,0.0,0.0,0.0,0.0,3019.291195,13261.968642,2962.791149,86400.0,86400.0,0.026564,0.0,2950.998471,86400.0,3216.337048,432.47025,1
48.0,0.0,6.0,6.0,6.0,6.0,0.9709505944546686,0.6458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69,20.660000000000004,0.0,0.0,0.0,0.0,534.40351,505.367729,284.192468,86400.0,86400.0,0.029729,0.0,267.857478,86400.0,298.167444,248.172496,3
32.0,2.0,6.0,5.0,6.0,6.0,0.9480782435939056,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.650000000000002,21.7,0.0,0.0,0.0,0.0,6486.532448,6000.226173,5935.054724,86400.0,86400.0,7.887711,0.0,5928.543528,86400.0,16030.278744,148.215891,4
1836.0,1.0,5.0,5.0,7.0,7.0,0.8366407419411673,0.644880174291939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22000000000001,0.0,9.13,0.0,0.0,0.0,4403.547706,8553.94469,1839.539133,86400.0,86400.0,8.075161,2005.335797,0.0,86400.0,6466.363385,1990.323194,0
190.0,1.0,7.0,7.0,7.0,7.0,1.2237284077901536,0.0789473684210526,2.0,0.0,0.0,0.0,2.4200000000000004,0.0,0.0,10.450000000000005,0.0,20.200000000000003,0.0,1.2800000000000002,0.0,1838.47314,25913.072422,185.380694,86400.0,86400.0,53.815143,1594.021578,0.0,86400.0,190.532835,1585.516203,0
51.0,1.0,6.0,6.0,6.0,6.0,0.783776947484701,0.392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,26.270000000000003,0.0,0.0,0.0,0.0,502.415262,865.607958,337.008338,86400.0,86400.0,19.902346,0.0,319.568581,86400.0,354.404579,301.419807,3
84.0,5.0,7.0,5.0,5.0,6.0,0.8366407419411673,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,25.1,0.0,0.0,0.0,0.0,1573.43788,171.982533,148.983945,86400.0,86400.0,0.0,5.592867,141.245127,86400.0,209.584139,129.58954,1
135.0,1.0,5.0,0.0,5.0,0.0,1.5974168451037092,0.2222222222222222,6.0,0.0,9.45,0.0,3.640000000000001,0.0,0.0,2.12,0.0,19.140000000000004,0.0,0.0,0.0,1.304502,17196.768683,107.111243,86400.0,86400.0,0.0,3101.128653,99.837753,86400.0,6745.153697,2640.085653,2
50.0,0.0,6.0,5.0,6.0,6.0,0.783776947484701,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,26.67,0.0,0.0,0.0,0.0,2794.847779,13037.525226,2738.347733,86400.0,86400.0,0.56693,0.0,2726.555055,86400.0,2991.893632,208.026834,1
161.0,1.0,6.0,6.0,5.0,6.0,0.6500224216483541,0.4409937888198758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,28.660000000000004,0.0,0.0,0.0,0.0,644.668857,7533.853445,625.252962,86400.0,86400.0,0.0,1.131621,619.211465,86400.0,7635.056491,584.323071,4
91.0,0.0,6.0,5.0,6.0,6.0,0.4689955935892812,0.4175824175824176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,31.14,0.0,0.0,0.0,0.0,2106.950092,8330.189474,2083.156707,86400.0,86400.0,0.029752,0.0,2076.443507,86400.0,8717.865054,237.428608,1
206.0,0.0,7.0,5.0,0.0,0.0,1.8961399650265076,0.058252427184466,5.0,0.0,7.209999999999999,0.0,4.830000000000001,0.0,0.0,8.180000000000001,0.0,14.130000000000004,0.0,0.0,0.0,0.0,8851.106344,198.65548,86400.0,86400.0,173.310283,2302.497451,108.169656,86400.0,6763.525039,2287.484848,2
57.0,5.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.4385964912280701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,31.1,0.0,0.0,0.0,0.0,819.176952,1466.985485,566.579759,86400.0,86400.0,5.2645,0.0,545.01933,86400.0,578.901765,426.302798,3
78.0,15.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,23.8,0.0,0.0,0.0,0.0,483.886907,893.23687,314.453146,86400.0,86400.0,15.033408,0.0,297.492017,86400.0,321.053413,284.987901,3
58.0,0.0,5.0,7.0,6.0,6.0,1.471602261409798,0.603448275862069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.250000000000002,20.03,2.5700000000000003,0.0,0.0,2.5000000000000004,1489.314458,87.859111,64.860523,86400.0,86400.0,0.026753,0.0,57.121705,86400.0,125.460717,45.466118,1
52.0,1.0,6.0,6.0,6.0,6.0,0.9480782435939056,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,21.630000000000003,0.0,0.0,0.0,0.0,548.165675,7315.257419,524.208421,86400.0,86400.0,1.869887,0.0,517.484811,86400.0,12695.910106,447.716317,1
623.0,5.0,1.0,0.0,5.0,7.0,1.728282381065477,0.0433386837881219,1.0,0.0,3.8400000000000007,0.0,4.74,0.0,0.0,16.39,0.0,9.38,0.0,0.0,0.0,618.170582,777.236682,596.217505,86400.0,86400.0,0.0,6957.020511,588.156682,86400.0,19670.033167,6936.923485,0
181.0,86.0,0.0,1.0,5.0,7.0,1.8062389286533893,0.4696132596685083,2.0,0.0,10.040000000000004,0.0,2.25,0.0,0.0,8.96,0.0,13.1,0.0,0.0,0.0,170.272884,429.549712,92.914831,86400.0,86400.0,0.0,1214.910078,85.437826,86400.0,3202.853262,1194.094515,0
111.0,0.0,0.0,0.0,6.0,6.0,1.3931136320912465,0.5315315315315315,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,18.71,1.2900000000000005,0.0,0.0,7.530000000000001,250.161758,17763.563418,121.107096,86400.0,86400.0,0.026501,0.0,110.997804,86400.0,771.573727,99.19715,4
74.0,2.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.5540540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,28.81,0.0,0.0,0.0,0.0,520.401101,20364.84726,502.347935,86400.0,86400.0,2.800909,0.0,498.55152,86400.0,8555.991595,462.023792,4
55.0,9.0,6.0,6.0,5.0,6.0,0.7219280948873623,0.4909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.780000000000001,27.570000000000004,0.0,0.0,0.0,0.0,673.190758,11367.936668,642.507116,86400.0,86400.0,0.0,9.001937,638.543989,86400.0,3573.649623,616.421115,1
69.0,9.0,5.0,6.0,5.0,6.0,0.9480782435939056,0.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,21.730000000000004,0.0,0.0,0.0,0.0,6442.259911,5955.953636,5890.782187,86400.0,86400.0,0.0,8.813172,5884.270991,86400.0,15986.006207,103.943354,4
52.0,1.0,6.0,6.0,5.0,6.0,0.8812908992306927,0.5576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.110000000000005,24.24,0.0,0.0,0.0,0.0,1196.987881,8086.172469,1177.571986,86400.0,86400.0,0.0,0.725157,1171.530489,86400.0,8187.375515,1136.642095,4
120.0,2.0,0.0,0.0,7.0,7.0,1.6442188007201337,0.6916666666666667,5.0,0.0,15.030000000000005,0.0,2.12,0.0,0.0,3.5700000000000003,0.0,13.63,0.0,0.0,0.0,28.968108,19259.136886,5.89124,86400.0,86400.0,5.603148,437.12246,0.0,86400.0,871.07254,421.626725,0
108.0,1.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.4351851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900000000000001,28.45,0.0,0.0,0.0,0.0,442.950666,7332.135254,423.534771,86400.0,86400.0,35.453423,0.0,417.493274,86400.0,7433.3383,382.60488,4
96.0,1.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.4270833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,31.050000000000004,0.0,0.0,0.0,0.0,1881.12922,479.673873,456.675285,86400.0,86400.0,34.518316,0.0,448.936467,86400.0,517.275479,437.28088,1
50.0,0.0,1.0,0.0,5.0,2.0,1.7329145639793977,0.56,1.0,0.0,19.440000000000005,0.0,4.220000000000001,0.0,0.0,5.28,0.0,5.41,0.0,0.0,0.0,22.121622,181.187722,0.168545,86400.0,86400.0,0.0,6360.971551,1.877923,86400.0,19073.984207,6340.874525,0
49.0,10.0,6.0,6.0,6.0,6.0,0.9480782435939056,0.4693877551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,21.81000000000001,0.0,0.0,0.0,0.0,292.443679,20136.889838,274.390513,86400.0,86400.0,9.953227,0.0,270.594098,86400.0,8328.034173,234.06637,4
48.0,0.0,0.0,7.0,7.0,7.0,1.3382689280764644,0.5,4.0,0.0,0.0,0.0,4.710000000000001,0.0,0.0,8.89,0.0,20.750000000000004,0.0,0.0,0.0,61.998951,19332.843838,1.813373,86400.0,86400.0,0.023548,6374.568815,0.0,86400.0,220.370488,6361.265289,0
135.0,0.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.040000000000001,27.31,0.0,0.0,0.0,0.0,796.770211,11491.516121,766.086569,86400.0,86400.0,0.026807,0.0,762.123442,86400.0,3697.229076,740.000568,1
1204.0,2.0,7.0,0.0,5.0,7.0,1.2309595631140104,0.010797342192691,1.0,0.0,0.0,0.0,2.4600000000000004,0.0,0.0,19.93,0.0,11.96,0.0,0.0,0.0,1595.921819,1764.839282,1197.548889,86400.0,86400.0,0.0,2673.699511,1189.439026,86400.0,4842.345606,2633.754134,0
1695.0,17.0,7.0,5.0,5.0,-1.0,0.0,0.5834808259587021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,4672.598221,11612.705859,1892.801695,86400.0,86400.0,0.0,4390.284975,1886.555985,86400.0,4796.866618,2289.906342,0
61.0,6.0,6.0,6.0,5.0,6.0,0.9480782435939056,0.4590163934426229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66,21.69,0.0,0.0,0.0,0.0,512.044173,1159.852706,259.44698,86400.0,86400.0,0.0,6.157699,237.886551,86400.0,271.768986,119.170019,3
945.0,1.0,5.0,6.0,6.0,6.0,1.3730174851339658,0.0444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.160000000000002,19.930000000000003,0.0,0.0,0.0,4.260000000000001,5069.793106,30613.422804,5047.508826,86400.0,86400.0,5.365541,0.0,1122.592789,86400.0,11772.552247,5.341853,4
96.0,2.0,6.0,6.0,6.0,6.0,0.783776947484701,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.710000000000001,26.64,0.0,0.0,0.0,0.0,3712.242594,29255.872292,3689.958314,86400.0,86400.0,15.945058,0.0,622.198715,86400.0,10415.001735,611.056293,4
196.0,0.0,6.0,5.0,5.0,0.0,1.7533593350214214,0.8877551020408163,4.0,0.0,7.280000000000001,0.0,2.33,0.0,0.0,8.21,0.0,16.530000000000005,0.0,0.0,0.0,0.105657,23193.745811,21.781169,86400.0,86400.0,0.0,708.836353,14.877027,86400.0,11384.890146,659.987479,2
74.0,3.0,7.0,5.0,6.0,6.0,0.783776947484701,0.6081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,26.340000000000003,0.0,0.0,0.0,0.0,1552.0958,150.640453,127.641865,86400.0,86400.0,17.461018,0.0,119.903047,86400.0,188.242059,108.24746,1
81.0,1.0,6.0,6.0,6.0,6.0,0.783776947484701,0.4691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.260000000000002,26.090000000000003,0.0,0.0,0.0,0.0,2967.487191,13210.164638,2910.987145,86400.0,86400.0,11.990702,0.0,2899.194467,86400.0,3164.533044,380.666246,1
153.0,3.0,6.0,6.0,5.0,6.0,0.5665095065529053,0.2091503267973856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001,29.76000000000001,0.0,0.0,0.0,0.0,2347.251513,13075.335852,2304.187941,86400.0,86400.0,0.0,3.177106,2298.596019,86400.0,2623.720866,436.940348,1
1712.0,8.0,5.0,1.0,5.0,6.0,0.985171746816915,0.8411214953271028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96,5.19,0.0,0.0,0.0,2.2,4736.545829,4250.239554,4185.068105,86400.0,86400.0,0.0,7.866234,4178.556909,86400.0,14280.292125,19.6769,4
60.0,1.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.6833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,28.570000000000004,0.0,0.0,0.0,0.0,739.184121,2246.268843,506.696303,86400.0,86400.0,3.948294,0.0,487.871516,86400.0,520.866192,454.990952,3
82.0,1.0,7.0,0.0,5.0,6.0,1.198892336661554,0.4878048780487805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,21.41,0.0,0.0,0.0,2.5700000000000003,147.415416,13069.806701,113.983678,86400.0,86400.0,0.0,0.542752,108.148366,86400.0,2853.101195,75.792712,1
59.0,2.0,6.0,9.0,5.0,6.0,0.868705379809769,0.4745762711864407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,24.360000000000003,0.0,0.0,0.0,1.11,419.63414,1067.442673,167.036947,86400.0,86400.0,0.0,2.412211,145.476518,86400.0,179.358953,26.759986,3
103.0,1.0,6.0,6.0,0.0,0.0,0.6998428398862386,0.5339805825242718,1.0,0.0,29.25,0.0,0.0,0.0,0.0,2.5600000000000005,0.0,2.5400000000000005,0.0,0.0,0.0,0.0,14624.975434,107.12305,86400.0,86400.0,99.703985,139.245197,99.680513,86400.0,9827.692079,123.755262,2
1827.0,329.0,0.0,5.0,5.0,7.0,1.640223928941852,0.0158730158730158,4.0,0.0,5.1000000000000005,0.0,2.25,0.0,0.0,8.72,0.0,18.28,0.0,0.0,0.0,1821.405802,30832.900388,1793.970584,86400.0,86400.0,0.0,15593.583453,1785.069618,86400.0,10176.769598,15577.889791,0
63.0,3.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,28.410000000000007,0.0,0.0,0.0,0.0,4543.1179,12970.037737,4365.123537,86400.0,86400.0,6.393956,0.0,4355.123372,86400.0,4683.849954,502.302416,4
292.0,2.0,5.0,0.0,7.0,7.0,1.768730050503787,0.928082191780822,2.0,0.0,11.250000000000002,0.0,2.08,0.0,0.0,6.660000000000001,0.0,14.36,0.0,0.0,0.0,222.700662,20970.553455,2.036918,86400.0,86400.0,2.063443,5731.23652,0.0,86400.0,314.422665,5715.542858,0
58.0,0.0,6.0,9.0,6.0,6.0,0.8366407419411673,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,25.32,0.0,0.0,0.0,0.0,472.716108,1120.524641,220.118915,86400.0,86400.0,0.031757,0.0,198.558486,86400.0,232.440921,79.841954,3
67.0,2.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.7164179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,27.87,0.0,0.0,0.0,0.0,757.015285,1120.207981,591.608361,86400.0,86400.0,3.22005,0.0,574.168604,86400.0,609.004602,556.01983,3
70.0,0.0,6.0,6.0,6.0,6.0,0.9480782435939056,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.500000000000002,21.85,0.0,0.0,0.0,0.0,478.424902,11173.170812,447.74126,86400.0,86400.0,0.023783,0.0,443.778133,86400.0,3378.883767,421.655259,1
2352.0,15.0,5.0,7.0,5.0,7.0,0.4689955935892812,0.5068027210884354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.51,0.0,3.8400000000000007,0.0,0.0,0.0,6589.692301,23637.005527,4729.959716,86400.0,86400.0,0.0,13307.892538,2349.062274,86400.0,4796.13497,13290.564706,0
909.0,280.0,0.0,7.0,5.0,7.0,1.916716186961402,0.0297029702970297,0.0,0.0,8.820000000000002,0.0,4.58,0.0,0.0,11.91,0.0,9.04,0.0,0.0,0.0,896.293499,24197.729784,880.852624,86400.0,86400.0,0.0,1712.820326,876.130905,86400.0,12388.874119,1663.971452,0
66.0,0.0,9.0,7.0,6.0,6.0,0.8812908992306927,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150000000000002,24.200000000000003,0.0,0.0,0.0,0.0,274.669936,684.019899,105.236175,86400.0,86400.0,0.053761,0.0,88.275046,86400.0,111.836442,75.77093,3
133.0,3.0,5.0,5.0,0.0,0.0,1.784640699428294,0.112781954887218,6.0,0.0,14.909999999999998,0.0,6.230000000000001,0.0,0.0,3.69,0.0,9.52,0.0,0.0,0.0,0.0,5305.059583,128.262311,86400.0,86400.0,122.823451,5734.029131,118.519696,86400.0,18447.041787,5713.932105,2
112.0,1.0,7.0,5.0,0.0,0.0,1.9037956681979176,0.1875,1.0,0.0,6.23,0.0,4.960000000000001,0.0,0.0,10.51,0.0,12.65,0.0,0.0,0.0,0.0,16925.849778,107.667274,86400.0,86400.0,11.362895,17834.710007,86.506975,86400.0,187.654466,17794.76463,2
159.0,3.0,5.0,7.0,0.0,0.0,1.8201119644709256,0.1383647798742138,1.0,0.0,12.659999999999998,0.0,3.780000000000001,0.0,0.0,6.030000000000001,0.0,11.880000000000004,0.0,0.0,0.0,0.0,33894.659863,153.83157,86400.0,86400.0,137.286338,16588.534969,134.2857,86400.0,6239.539181,3825.920758,2
55.0,0.0,6.0,6.0,6.0,6.0,0.783776947484701,0.7090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,26.620000000000005,0.0,0.0,0.0,0.0,484.232683,847.425379,318.825759,86400.0,86400.0,1.719767,0.0,301.386002,86400.0,336.222,283.237228,3
269.0,1.0,7.0,7.0,7.0,7.0,1.1589385323502772,0.1003717472118959,1.0,0.0,0.0,0.0,2.5000000000000004,0.0,0.0,9.480000000000002,0.0,22.37,0.0,0.0,0.0,1917.229512,25991.828794,264.137066,86400.0,86400.0,132.571515,1672.77795,0.0,86400.0,269.289207,1664.272575,0
361.0,47.0,0.0,5.0,5.0,7.0,1.809406821998948,0.113573407202216,2.0,0.0,13.640000000000002,0.0,2.18,0.0,0.0,7.529999999999999,0.0,11.0,0.0,0.0,0.0,338.761214,6201.648175,309.646017,86400.0,86400.0,0.0,15600.652262,302.916122,86400.0,6633.67836,15584.625164,0
26.0,0.0,5.0,5.0,7.0,7.0,1.472264564684338,0.4615384615384615,5.0,0.0,0.0,0.0,5.69,0.0,0.0,11.580000000000002,0.0,15.8,0.0,1.2800000000000002,0.0,3920.866695,10242.578516,1.907745,86400.0,86400.0,0.023895,11027.938882,0.0,86400.0,25.87301,3797.405861,0
167.0,72.0,6.0,6.0,5.0,6.0,0.8366407419411673,0.437125748502994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,25.550000000000004,0.0,0.0,0.0,0.0,482.600128,13404.991413,449.16839,86400.0,86400.0,0.0,72.307216,443.333078,86400.0,3188.285907,410.977424,1
125.0,5.0,0.0,7.0,7.0,7.0,1.5115124636479118,0.752,11.0,0.0,8.820000000000002,0.0,8.75,0.0,0.0,1.1900000000000002,0.0,15.590000000000002,0.0,0.0,0.0,108.479266,43153.023475,7.190102,86400.0,86400.0,39.803633,9136.697851,0.0,86400.0,606.077074,9120.164356,0
64.0,2.0,7.0,5.0,6.0,6.0,0.8366407419411673,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,25.000000000000007,0.0,0.0,0.0,0.0,388.406874,1895.491596,155.919056,86400.0,86400.0,3.605603,0.0,137.094269,86400.0,170.088945,104.213705,3
68.0,0.0,7.0,5.0,6.0,6.0,0.8366407419411673,0.4264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,25.03,0.0,0.0,0.0,0.0,379.794256,1886.878978,147.306438,86400.0,86400.0,0.023522,0.0,128.481651,86400.0,161.476327,95.601087,3
1418.0,171.0,7.0,9.0,5.0,7.0,0.8812908992306927,0.4019746121297602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28,0.0,11.070000000000002,0.0,0.0,0.0,5624.220068,22671.533294,3764.487483,86400.0,86400.0,0.0,12342.420305,1383.590041,86400.0,3830.662737,12325.092473,0
61.0,0.0,6.0,6.0,6.0,6.0,0.8366407419411673,0.5737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.840000000000002,25.51,0.0,0.0,0.0,0.0,578.466722,1226.275255,325.869529,86400.0,86400.0,0.03234,0.0,304.3091,86400.0,338.191535,185.592568,3
60.0,2.0,5.0,6.0,6.0,6.0,0.9182958340544896,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.540000000000004,22.81,0.0,0.0,0.0,0.0,6417.147396,5930.841121,5865.669672,86400.0,86400.0,2.062374,0.0,5859.158476,86400.0,15960.893692,78.830839,4
